,cca_name,cca_num,percent_unemployed,LTM_income_sub_10k,LTM_income_10-15k,LTM_income_15_20k,LTM_income_20_25k,LTM_income_25_30k,LTM_income_30_35k,LTM_income_35_40k,LTM_income_40_45k,LTM_income_45_50k,LTM_income_50_60k,LTM_income_60_75k,LTM_income_75_100k,LTM_income_100_125k,LTM_income_125_150k,LTM_income_150_200k,LTM_income_200k+,below_0.50_poverty_line,0.50_1.00_poverty_line,1.00_1.25_poverty_line,1.25_1.50_poverty_line,1.50_1.85_poverty_line,1.85_2.00_poverty_line,2.00+_poverty_line,White,Black_or_African_American,American_Indian_or_Alaska_Native,Asian,Native_Hawaiian_or_Other_Pacific_Islander,some_other_race_alone,two_or_more_races
0,Rogers Park,1,9.765415337985035,12.997481108312343,7.031905961376994,7.716204869857263,7.594458438287154,6.498740554156171,5.377833753148615,6.259445843828715,4.130982367758186,3.6397984886649875,7.791771620486985,8.727959697732997,8.933669185558355,5.570948782535684,2.7875734676742234,2.938706968933669,2.0025188916876573,11.657889604056953,14.647942266432612,7.031402379559197,6.805149210064365,6.588648332358105,3.604447045055588,49.66452116247318,59.486783574133305,25.287673247307087,0.23160913201720526,6.475864857909635,0.0,4.635858975772949,3.882210212859821
1,West Ridge,2,8.842688842688842,9.436204212078996,4.039990166352537,7.563713840858806,6.12554289928706,4.818487257231828,5.5027452265836265,5.797754650495779,5.7158075882979595,4.58084077685815,7.686634434155535,8.166024748012783,10.944030156518888,8.002130623617143,4.552159305088913,3.667131033352454,3.4008030812095384,9.59212376933896,12.475386779184246,6.406469760900141,7.675105485232067,6.351617440225035,4.0787623066104075,53.42053445850914,57.607566714212524,11.600725651216575,0.301893063383695,23.514423010344686,0.0,3.5423965877774855,3.4329949730650453
2,Uptown,3,9.804309152006326,15.620402996818447,6.688105093907154,6.072320481680408,5.5249563819233005,4.68680510417023,4.132598953166159,2.894187677465704,3.951284595121617,3.020765625534535,6.46915945400431,7.546782525401115,11.097807122575349,7.984673805206801,3.574971776538606,4.649173822311929,6.0860045841743355,10.189732142857142,13.857886904761903,4.3340773809523805,4.8288690476190474,6.309523809523809,1.2723214285714286,59.20758928571429,62.81807134954749,21.1582059234271,0.27567695014237265,8.761811487748698,0.0834285507009812,3.2138128661334497,3.6889928722999072
3,Lincoln Square,4,7.199729587621122,6.996110228455596,3.9007286473456415,4.525283515038623,4.15274201501123,4.4266695885607845,3.4679230811373474,4.5198049635676325,4.563633375335561,4.317098559140963,6.963238919629649,11.077631074343945,12.222648331781077,8.316441132964444,5.8127431107215255,6.2017202651618915,8.535583191804088,6.633148318689798,5.306518654951838,4.4876421833387266,3.5841401797048063,5.037708141473978,1.7920700898524031,73.15877243198845,76.4284487622973,3.741321361104978,0.2845857559922475,11.116017762076496,0.0,5.012143961139325,3.4174823973896618
4,North Center,5,4.236298292902067,3.5549749020147146,1.4990029567489513,2.2897613972357833,2.832978065048477,2.09722890737812,3.2730523275802796,2.8604827064567147,3.3968232139173486,3.0805198377226155,5.693460771505191,10.14233651928763,13.133466272433472,11.4350546654748,7.2474730110706185,9.262187994224025,18.201196451901257,2.7279564915528813,2.8205276556352694,1.7501735709326547,2.930455912983106,3.778060634112474,0.4657486692895163,85.5270770654941,87.86355890592958,2.024665684660486,0.14730092712936488,4.3699275048378246,0.0,1.9466828408861163,3.6478641365566244
5,Lake View,6,3.666861978279532,6.593133980878957,3.148674694196897,2.89296414327424,2.9254050340629356,3.0837929126195065,2.793733183214701,3.4444592866820605,4.301280461042307,3.1372249680361812,6.896551724137931,9.871572238230636,12.285556170448258,10.751292864912314,6.411846650000955,7.419422552143962,14.043089136118162,6.2445784730939184,4.42498647807407,2.4186388268070904,2.1390156037922625,3.1728051107777406,1.0195021890212166,80.5804733184337,85.4030057426791,3.5453916018409157,0.21891418563922943,6.899360566936831,0.016291288233617075,1.1006801612837533,2.8163564533865517
6,Lincoln Park,7,4.181882176954551,7.398729884703126,3.7456070041309575,2.7868549232381774,2.0346507182933595,1.4211726986867255,2.8577594179665824,1.9514150070904495,3.095135335100808,1.979160244158086,5.64461434120476,8.228004192613602,11.600591898390777,10.127011529687403,7.232258462297306,10.345890622109872,19.55114372032801,6.165448974781993,4.647654961112421,1.5617880430513003,1.6246366564537669,2.7417707596826144,0.8248880509073769,82.43381255401053,85.87792529757016,4.858196807001299,0.06272495108947267,5.666153915082363,0.03136247554473633,0.8318523275437207,2.6717842261682523
7,Near North Side,8,6.301067977623326,9.400342236440741,3.135927386355182,2.7955509262703666,2.8327505393943904,2.0180790119782754,3.2549661483520573,2.1389777546313518,2.462614388810356,2.036678818540287,6.126776281526672,8.73632914217692,12.683208094635814,9.657019566996503,5.174466185551671,8.92418718845324,18.622126329886168,7.913077665391902,4.4521486352859885,3.0749252415502104,2.0610696117326093,2.0741746786280184,0.4467636441616927,79.97784052324958,74.9810409399027,9.515698101760567,0.41884938922658704,11.475773237974122,0.0,1.4245546079266374,2.18408372320939
8,Edison Park,9,5.009481668773704,1.8654230512991337,1.7099711303575393,2.353986231401288,2.2651565622918057,2.442815900510771,5.574061736620031,4.574727959138352,4.063957361758828,2.975793915167666,6.351321341328004,8.416611148123474,16.500111037086388,10.015545192094159,6.57339551410171,12.591605596269154,11.725516322451698,0.6780556533990842,1.2680521310320536,1.2680521310320536,2.8002817893624514,2.6153575202536103,1.0831278619232123,90.28707291299753,95.22719267347658,1.056710109193378,0.0,1.4705882352941175,0.0,1.1359633673828813,1.109545614653047
9,Norwood Park,10,6.915254237288136,5.722652675248612,3.3371972423891156,4.057104508571777,3.3493990604600086,3.4043072417790246,2.8674272466597523,4.722103593435422,4.0021963272527605,2.9101336099078763,7.23567811603929,9.578427185650662,13.68433896650601,12.854615337685315,6.930632664266975,7.912879018973827,7.43090720517357,2.8863514370760748,3.4133606597374717,1.4834333674913385,3.10593861318499,3.427999804811399,1.5468696628116918,84.13604645488704,89.05952409653078,0.9330022420984112,0.12777550085585476,4.204537235709636,0.038573736107427856,2.972588538778659,2.663998649919236
10,Jefferson Park,11,10.191082802547772,5.997074597757192,4.680643588493418,5.694783032666992,5.021940516821063,4.261335933690883,5.811799122379327,3.8810336421257925,4.339346660165773,3.0716723549488054,6.952705997074597,9.146757679180888,12.530472940029256,9.575816674792783,5.880058508044856,7.518283764017553,5.6362749878108245,3.57996103943838,5.829382144301099,4.440033814827067,4.443709339508215,5.7779247987650235,2.297202925717646,73.63178593744257,79.65448943661971,0.9169600938967136,0.2494131455399061,9.030223004694836,0.0,6.682805164319248,3.4661091549295775
11,Forest Glen,12,6.0817969908879,3.9513221153846154,2.5841346153846154,1.5474759615384617,2.9296875,3.1700721153846154,2.5090144230769234,3.6207932692307696,2.8846153846153846,2.3888221153846154,4.597355769230769,8.653846153846153,10.411658653846153,12.034254807692307,9.359975961538462,11.748798076923077,17.608173076923077,2.3485382654444864,1.8875088137983405,2.012257959537886,2.364809893149645,3.4061940662797636,0.9546021587026089,87.02608884308727,78.51060367738786,0.9600260346043282,0.0,13.39697347724684,0.0,3.753322123989803,3.379074686771167
12,North Park,13,9.095778872937647,8.361408882082696,3.7672281776416536,7.503828483920367,6.7228177641653915,4.257274119448699,5.252679938744257,3.828483920367534,3.9509954058192958,5.130168453292496,6.738131699846861,8.131699846860643,12.970903522205207,6.569678407350689,5.283307810107198,7.289433384379786,4.241960183767228,5.367960511554857,8.643706529055418,7.140453219654476,4.975319721785955,6.854386358537133,2.703612295265874,64.31456136414629,62.108231211365364,3.557097928641145,0.33076672812059427,24.758702960633336,0.0,5.373603730614901,3.871597440624661
13,Albany Park,14,9.140712184234554,7.236083287804286,4.7350209433618655,5.2935105930917254,6.975050081952286,6.635099860377587,4.631821768955261,4.9353487525040975,3.4298549141018637,4.631821768955261,7.6003156680628905,10.951253566442057,11.606871850907547,7.1025314150427965,4.6500333879681905,5.275298974078796,4.310083166393492,6.606469537606668,12.875570549712245,6.604485016868426,4.677515380035721,9.902758483826156,4.97717801151022,54.35602302044056,55.55214193820925,4.399086003955529,0.055684632961462394,15.904683269648034,0.09984830737917395,19.666276234182682,4.322279613663857
14,Portage Park,15,9.326812581843448,6.196883852691218,4.399787535410765,4.789305949008499,5.515226628895184,4.143059490084986,5.97556657223796,4.3953611898017,4.488314447592067,3.811083569405099,8.93679178470255,11.455382436260624,12.792138810198301,9.388279036827194,4.572415014164306,6.373937677053824,2.7664660056657224,4.872475761131353,8.011177669363304,3.382634471685296,5.774099919718397,6.961341320323597,2.388377694065337,68.60989316371273,69.17928630910156,1.460383061407026,0.10177960090059525,4.595503192178392,0.1341640193689665,20.622706103691822,3.906177713351633
15,Irving Park,16,6.778808363464864,5.827586206896552,3.458128078817734,4.901477832512315,5.669950738916256,5.802955665024631,6.724137931034482,5.906403940886699,4.694581280788177,5.1871921182266005,9.152709359605911,8.551724137931034,11.763546798029555,8.0935960591133,5.241379310344827,4.945812807881773,4.078817733990148,6.103889156368695,6.7048271188858575,7.945933415360473,6.435564114909324,7.658838424365627,2.464380605930919,62.68656716417911,75.70417551309271,2.6380042462845013,0.194621372965322,8.306794055201697,0.04777070063694268,9.888535031847134,3.2200990799716918
16,Dunning,17,7.202993451824134,5.741316744427164,3.6482633488854326,4.795230689476412,5.073872472783826,5.1969932607568685,5.05443234836703,4.367547952306895,5.566355624675998,3.5899429756350436,7.153965785381026,10.666148263348886,15.727060653188179,10.173665111456714,5.890357698289269,4.89891135303266,2.455935717988595,3.7685217594213047,7.579045618947614,2.5737953564344886,5.777622214444056,6.6386652665966635,2.788472756971182,70.87387702718469,84.62289366647298,2.4892504357931435,0.14177803602556655,4.292852992446252,0.06972690296339339,6.8146426496223125,1.568855316676351
17,Montclare,18,10.836976889444097,10.78007732544917,4.0482146918353425,4.821469183534228,4.0937002501705715,10.166022287923585,6.117807596088242,6.458949283602457,6.026836479417785,3.206731862633614,9.779395042074142,3.7753013418239707,12.758699113031613,9.7111667045713,4.0482146918353425,0.7505117125312712,3.4569024334773713,7.509943071044217,7.65811432582079,6.246588161896592,7.198003587304062,10.613740934258754,5.965842626530453,54.807767293145126,62.8536190549603,5.2339474292761885,0.0,4.709781854621136,0.0,24.94411469976104,2.2585369613813304
18,Belmont Cragin,19,12.297383849830023,5.520823756550519,7.152707548037143,5.644938861818516,7.433115748827802,6.688425117219822,6.738990530477154,6.375838926174497,6.256320676657166,4.1371701755998895,10.306150592994392,10.34752229475039,9.717753056909075,6.7114093959731544,3.7050657350372345,2.519076951365266,0.7446906316079802,7.013155221454694,13.826950426655833,6.901412027631045,8.398516863063795,10.897501015847217,3.917360828931329,49.04510361641609,45.408408029289234,3.615705087741447,0.22976896856457518,1.536422168918066,0.01893700290367378,46.731473298825904,2.4592854437571017
19,Hermosa,20,9.649917006186811,7.324975348640654,6.169883082124243,8.775883927313705,6.141710100014087,8.113818847725032,7.465840259191435,7.226369911255107,4.409071700239471,4.747147485561347,8.071559374559797,9.606986899563319,10.649387237639104,4.71897450345119,3.451190308494154,2.1693196224820395,0.9578813917453163,5.690353533367415,16.520508081324472,10.224546777301507,5.898776986904715,12.485744622281647,2.965118565417437,46.21495143340281,39.64847581309584,2.3853426968496216,0.4590215387029699,1.5967672329240064,0.18439326768409903,53.324963709835615,2.401035740907843
